BSC1st Year 2021-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Student Detail,,,,,Physics,,,,Mathematics,,,Chemistry,,,,Computer Science,,,,Psychology,,,Defence Studies,,,Statistics,,,Anthropology,,,Biochemistry,,,,Botany,,,,Zoology,,,,Geography,,,Geology,,,
2204303,D2110103,185,185,Elig/SE,20,17,19,35,6,0,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20,23,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204304,D2110104,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204305,D2110105,123,123,Failed,7,1,8,21,0,4,7,--,--,--,--,--,--,--,--,--,--,--,17,31,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204306,D2110106,128,128,Failed,0,4,6,34,AA,5,3,--,--,--,--,--,--,--,--,--,--,--,21,28,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204307,D2110107,85,85,Failed,1,0,4,24,0,0,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,01,17,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204308,D2110108,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204309,D2110109,220,220,Elig/SE,21,17,19,43,09,12,06,--,--,--,--,18,26,16,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204310,D2110110,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204311,D2110111,202,202,Elig/SE,10,15,11,31,12,07,23,--,--,--,--,20,25,19,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204312,D2110112,121,121,Failed,0,5,12,25,2,0,12,--,--,--,--,--,--,--,--,--,--,--,17,30,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204313,D2110113,161,161,Failed,9,13,12,35,13,21,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,08,10,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204314,D2110114,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204315,D2110115,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204316,D2110116,230,230,Elig/SE,8,18,17,40,11,15,09,--,--,--,--,24,27,27,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204317,D2110117,104,104,Failed,4,7,7,17,0,2,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,08,21,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204318,D2110118,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204319,D2110119,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204320,D2110120,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204321,D2110121,147,147,Elig/SE,16,15,2,24,07,06,07,--,--,--,--,--,--,--,--,--,--,--,30/08/32 0:00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204322,D2110122,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204323,D2110123,266,266,Passed,14,24,20,40,20,11,25,--,--,--,--,--,--,--,--,--,--,--,33,40,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204324,D2110124,176,176,Failed,12,13,13,40,14,9,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,03,19,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204325,D2110125,230,230,Passed,15,16,20,32,24,10,19,--,--,--,--,18,26,20,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204326,D2110126,203,203,Elig/SE,15,11,21,36,17,10,8,--,--,--,--,15,17,20,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204327,D2110127,145,145,Failed,4,2,15,24,06,04,09,--,--,--,--,--,--,--,--,--,--,--,21,33,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204328,D2110128,237,237,Elig/SE,14,18,27,36,11,13,16,--,--,--,--,19,25,28,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204329,D2110129,245,245,Passed,21,18,14,40,25,24,18,--,--,--,--,--,--,--,--,--,--,--,25,28,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204330,D2110130,163,163,Elig/SE,14,7,19,32,0,1,15,--,--,--,--,--,--,--,--,--,--,--,30/11/34 0:00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204331,D2110131,204,204,Passed,19,15,14,29,18,14,13,--,--,--,--,--,--,--,--,--,--,--,17,37,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204332,D2110132,293,293,Passed,20,23,22,40,21,13,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39,40,45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204333,D2110133,195,195,Elig/SE,8,11,22,36,10,12,16,--,--,--,--,--,--,--,--,--,--,--,17,27,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204334,D2110134,291,291,Passed,20,23,20,41,28,21,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,31,35,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204335,D2110135,231,231,Passed,16,25,22,31,13,15,17,--,--,--,--,14,23,20,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204336,D2110136,146,146,Failed,3,6,14,27,04,07,01,--,--,--,--,15,16,22,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204337,D2110137,145,145,Elig/SE,11,12,16,17,03,03,00,--,--,--,--,13,27,14,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204338,D2110138,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204339,D2110139,170,170,Failed,11,3,11,28,20,12,6,--,--,--,--,16,23,7,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204340,D2110140,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204341,D2110141,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204342,D2110142,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204343,D2110143,221,221,Passed,14,14,20,29,31,11,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,09,25,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204344,D2110144,163,163,Failed,8,11,12,32,0,11,16,--,--,--,--,16,16,12,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204345,D2110145,236,236,Passed,15,18,17,40,17,14,14,--,--,--,--,18,24,26,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204346,D2110146,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204347,D2110147,249,249,Passed,22,9,25,35,17,25,15,--,--,--,--,--,--,--,--,--,--,--,37,35,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204348,D2110148,214,214,Elig/SE,19,18,21,27,10,19,10,--,--,--,--,--,--,--,--,--,--,--,18,37,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204349,D2110149,108,108,Failed,2,1,12,25,0,0,0,--,--,--,--,7,13,15,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204350,D2110150,130,130,Failed,6,2,4,33,3,0,3,--,--,--,--,--,--,--,--,--,--,--,7,37,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204351,D2110151,200,200,Failed,3,11,11,37,29,19,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,03,19,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204352,D2110152,192,192,Elig/SE,14,22,17,29,06,09,00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,36,42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204353,D2110153,231,231,Passed,13,19,15,39,23,16,12,--,--,--,--,18,19,25,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204354,D2110154,290,290,Passed,19,18,22,32,32,29,47,--,--,--,--,--,--,--,--,--,--,--,19,38,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204355,D2110155,217,217,Elig/SE,15,17,21,35,06,23,09,--,--,--,--,22,21,18,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204356,D2110156,201,201,Elig/SE,19,14,15,33,04,07,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25,23,42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204357,D2110157,145,145,Failed,21,3,8,25,06,14,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,08,10,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204358,D2110158,230,230,Passed,23,6,18,30,13,17,19,--,--,--,--,20,22,27,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204359,D2110159,298,298,Passed,27,17,14,36,36,36,38,--,--,--,--,--,--,--,--,--,--,--,27,33,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204360,D2110160,189,189,Elig/SE,18,9,15,34,02,09,03,--,--,--,--,17,22,25,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204361,D2110161,233,233,Passed,23,20,22,39,13,18,19,--,--,--,--,13,24,14,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204362,D2110162,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204501,M2110001,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2204502,M2110002,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204503,M2110003,157,157,Failed,--,--,--,--,--,--,--,9,7,3,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,1,9,17,12,10,7,33,--,--,--,--,--,--,--
2204504,M2110004,117,117,Failed,--,--,--,--,--,--,--,5,3,0,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0,12,17,4,8,5,31,--,--,--,--,--,--,--
2204505,M2110005,141,141,Failed,--,--,--,--,--,--,--,4,4,2,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15,5,9,20,11,7,6,31,--,--,--,--,--,--,--
2204506,M2110006,137,137,Failed,11,2,17,3,19,19,9,11,5,1,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204507,M2110007,185,185,Failed,--,--,--,--,--,--,--,20,6,2,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16,5,11,26,13,11,14,34,--,--,--,--,--,--,--
2204508,M2110008,209,209,Elig/SE,--,--,--,--,--,--,--,25,14,4,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,7,15,13,22,11,21,30,--,--,--,--,--,--,--
2204509,M2110009,233,233,Passed,26,17,22,35,17,21,22,31,14,10,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204510,M2110010,143,143,Failed,--,--,--,--,--,--,--,23,17,15,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,32,AA,AA,AA,40,--,--,--,--,--,--,--
2204511,M2110011,169,169,Elig/SE,--,--,--,--,--,--,--,6,8,3,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,4,15,18,17,10,13,31,--,--,--,--,--,--,--
2204512,M2110012,264,264,Passed,23,18,14,18,33,33,29,33,16,11,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204513,M2110013,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2204514,M2110017,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204515,M2110016,40,40,Failed,11,0,4,3,0,0,0,0,1,4,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204516,M2110014,89,89,Failed,--,--,--,--,--,--,--,1,4,0,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,11,17,1,6,2,30,--,--,--,--,--,--,--
2204517,M2110015,136,136,Failed,--,--,--,--,--,--,--,13,9,10,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,1,15,AA,15,12,9,AA,--,--,--,--,--,--,--
2204518,M2110018,179,179,Elig/SE,19,19,12,29,0,6,5,30,17,8,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204519,M2110019,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2204520,M2110020,UF,UF,UFM,--,--,--,--,--,--,--,UFM,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,UFM,--,--,--,UFM,--,--,--,--,--,--,--,--,--,--
2204521,M2110021,273,273,Passed,--,--,--,--,--,--,--,25,11,13,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18,10,22,36,19,20,20,39,--,--,--,--,--,--,--
2204522,M2110022,232,232,Elig/SE,--,--,--,--,--,--,--,10,10,7,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25,12,23,20,19,13,20,39,--,--,--,--,--,--,--
2204523,M2110023,219,219,Passed,--,--,--,--,--,--,--,19,12,0,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,7,13,29,16,8,19,42,--,--,--,--,--,--,--
2204524,M2110025,353,353,Passed,27,30,31,35,36,28,41,34,24,27,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204525,M2110024,262,262,Passed,--,--,--,--,--,--,--,23,16,16,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,11,18,29,19,19,20,40,--,--,--,--,--,--,--
2204526,M2110026,161,161,Elig/SE,24,12,13,30,03,15,03,16,16,7,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204527,M2110027,93,93,Failed,--,--,--,--,--,--,--,0,2,3,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,0,5,17,6,2,3,31,--,--,--,--,--,--,--
2204528,M2110028,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204529,M2110029,120,120,Failed,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26/09/02 0:00,--,--,--,--,--,--,--,--,--,--,--,--,7,3,4,18,8,6,2,35,--,--,--,--,--,--,--
2204530,M2110030,220,220,Elig/SE,27,16,10,30,12,14,14,--,--,--,--,--,--,--,--,--,--,--,33,30,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204531,M2110031,31,31,Failed,--,--,--,--,--,--,--,AA,AA,AA,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,AA,AA,AA,AA,AA,1,AA,--,--,--,--,--,--,--
2204532,M2110034,219,219,Passed,22,18,16,35,09,29,12,22,5,23,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204533,M2110033,227,227,Passed,22,12,19,31,10,25,17,25,16,20,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204534,M2110035,82,82,Failed,AA,AA,AA,27,AA,AA,AA,AA,3,20,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204535,M2110032,117,117,Failed,16,11,7,7,02,10,07,16,5,6,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204536,M2110036,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2204537,M2110037,299,299,Passed,27,20,16,30,42,31,49,--,--,--,--,--,--,--,--,--,--,--,21,27,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204538,M2110038,74,74,Failed,--,--,--,--,--,--,--,11,4,0,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,1,7,AA,11,6,5,AA,--,--,--,--,--,--,--
2204539,M2110039,109,109,Failed,13,1,4,27,08,05,00,10,2,7,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204540,M2110040,74,74,Failed,--,--,--,--,--,--,--,2,0,7,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0,2,11,3,3,0,27,--,--,--,--,--,--,--
2204541,M2110041,176,176,Failed,--,--,--,--,--,--,--,17,7,16,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,0,4,25,14,4,7,41,--,--,--,--,--,--,--
2204542,M2110042,242,242,Passed,--,--,--,--,--,--,--,15,8,13,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,11,14,34,19,19,15,40,--,--,--,--,--,--,--
2204543,M2110043,229,229,Passed,22,11,17,31,24,18,22,13,7,24,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204544,M2110044,UF,UF,UFM,--,--,--,--,--,--,--,UFM,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,UFM,--,--,--,UFM,--,--,--,--,--,--,--,--,--,--
2204545,M2110045,197,197,Passed,23,11,17,19,19,17,13,27,13,14,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204546,M2110046,147,147,Failed,--,--,--,--,--,--,--,11,2,7,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,4,18,15,18,10,13,36,--,--,--,--,--,--,--
2204547,M2110047,289,289,Passed,29,15,19,35,27,27,39,25,23,26,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204548,M2110048,132,132,Failed,--,--,--,--,--,--,--,2,5,2,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,2,5,12,13,6,7,37,--,--,--,--,--,--,--
2204549,M2110049,148,148,Failed,--,--,--,--,--,--,--,10,10,9,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,3,8,20,7,6,5,30,--,--,--,--,--,--,--
2204550,M2110050,158,158,Failed,11,11,7,6,11,17,18,8,7,22,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204551,M2110051,104,104,Failed,--,--,--,--,--,--,--,0,3,9,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,2,13,2,12,5,0,29,--,--,--,--,--,--,--
2204552,M2110052,232,232,Passed,20,7,21,35,21,25,10,27,10,16,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204553,M2110053,201,201,Passed,20,16,15,18,17,20,8,21,16,18,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204554,M2110054,219,219,Elig/SE,24,13,17,27,10,15,15,19,14,25,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204555,M2110055,118,118,Failed,2,3,4,26,09,06,06,16,9,7,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204556,M2110056,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204557,M2110057,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204558,M2110058,173,173,Elig/SE,12,9,19,39,06,05,14,19,9,9,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204559,M2110059,260,260,Passed,31,17,18,37,21,11,36,24,12,19,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204560,M2110060,242,242,Passed,20,14,16,37,17,16,13,26,20,29,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204561,M2110061,198,198,Elig/SE,21,16,19,23,07,05,13,24,12,22,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2204562,M2110062,15,15,Failed,--,--,--,--,--,--,--,0,3,2,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,7,AA,0,3,0,AA,--,--,--,--,--,--,--
